,app_name,Apple Genre,Apple Rating,Apple Reviews,Google Genre,Google Rating,Google Reviews
382,Graphing Calculator,Education,0.0,0,TOOLS,3.9,12388
383,Graphing Calculator,Education,4.26667,15,TOOLS,3.9,12388
384,PES CLUB MANAGER,Games,4.28067,3627,SPORTS,4.4,783025
385,Be My Princess: PARTY,Games,4.72692,260,FAMILY,4.4,9443
386,Disney Magic Timer by Oral-B,Health & Fitness,4.43262,9595,FAMILY,3.9,31061
387,CB Outdoors,Education,2.0,4,FAMILY,3.8,5
388,FoothillsVet,Business,4.0,4,MEDICAL,5.0,2
389,GRE Prep & Practice by Magoosh,Education,4.82426,9258,EDUCATION,4.4,3963
390,Draw a Stickman: EPIC Free,Games,4.35048,836,GAME,4.2,210317
391,CCHT PREP,Medical,4.24138,174,MEDICAL,3.6,25
392,Cisco Webex Meetings,Business,4.32043,243500,BUSINESS,4.4,108741
393,DS finder,Utilities,2.71429,63,TOOLS,4.0,2596
394,Fidget Spinner,Entertainment,4.29167,24,GAME,4.2,307398
395,Fidget Spinner,Games,4.26663,4857,GAME,4.2,307398
396,CE Broker,Education,4.77478,15212,FAMILY,3.7,190
397,DT Fieldlink,Business,2.6,5,BUSINESS,3.0,2
398,Lufthansa,Travel,4.70134,21691,TRAVEL_AND_LOCAL,3.6,14544
399,CEHQ - CE Credits for Nurses,Education,3.63636,11,FAMILY,4.5,12
400,GRE® Flashcards by Kaplan,Education,2.4,15,EDUCATION,4.0,316
401,Figment AR,Photo & Video,4.31818,22,FAMILY,3.7,22
402,Beauty and the Beast,Games,0.0,0,FAMILY,4.4,70883
403,Beauty Idol: Fashion Queen,Games,3.77778,81,GAME,4.3,128367
404,Photo Editor,Photo & Video,4.62294,41969,PHOTOGRAPHY,4.3,42079
405,Photo Editor,Photo & Video,4.62294,41969,PHOTOGRAPHY,4.1,114680
406,DW Security,Business,0.0,0,BUSINESS,5.0,6
407,Photo Editor-,Photo & Video,4.66186,229129,PHOTOGRAPHY,4.3,68070
408,Photo Editor-,Photo & Video,4.66186,229129,PHOTOGRAPHY,4.3,68071
409,CL e-bank,Finance,2.0,4,FINANCE,4.0,210
410,Escape the Prison Room,Games,3.2,135,FAMILY,3.5,113183
411,Florida Tech Mobile,Education,4.2,10,FAMILY,3.8,87
412,Florida Wildflowers,Education,5.0,6,FAMILY,5.0,5
413,DW VMAX,Business,2.30208,96,TOOLS,3.4,843
414,DW Witness,Business,5.0,9,BUSINESS,4.0,6
415,DX,Business,2.0,16,SHOPPING,3.1,6697
416,Fr Agnel Ambarnath,Education,0.0,0,FAMILY,4.2,117
417,Fr Agnel Pune,Education,0.0,0,FAMILY,4.1,80
418,Dynamics AX,Business,1.5625,16,BUSINESS,3.7,244
419,Kingdoms at War: Hardcore PVP,Games,3.58671,692,FAMILY,4.3,34898
420,DJ Electro Mix Pad,Music,5.0,1,FAMILY,3.9,53301
421,Henry Danger Crime Warp,Games,4.29134,508,FAMILY,4.6,9626
422,Guardians of Ancora,Games,4.23008,113,FAMILY,4.4,969
423,Boomerang,Business,0.0,0,FAMILY,4.2,13519
424,All Maths Formulas,Education,0.0,0,BOOKS_AND_REFERENCE,4.4,2709
425,DL Hughley,Entertainment,4.2,5,FAMILY,4.6,12
426,PhotoFunia,Photo & Video,4.80478,4646,PHOTOGRAPHY,4.3,316378
427,Hero Hunters,Games,4.814,53413,GAME,4.4,70747
428,Do Not Crash,Games,4.36742,264,FAMILY,3.7,56664
429,English To Shona Dictionary,Education,0.0,0,BOOKS_AND_REFERENCE,4.6,60
430,Dumb Ways to Die 2: The Games,Games,4.5728,23488,FAMILY,4.2,1671658
431,Heroes of Order & Chaos,Games,4.36262,2606,FAMILY,4.2,690148
432,All Events in City,Entertainment,4.53221,357,EVENTS,4.0,3782
433,Posta App,Business,0.0,0,MAPS_AND_NAVIGATION,3.6,8
434,DV ASSIST,Education,5.0,1,FAMILY,5.0,1
435,FindLoving,Social Networking,4.79487,117,DATING,3.8,24
436,Foothills CP,Lifestyle,5.0,5,FAMILY,5.0,4
437,Does not Commute,Games,4.34195,3290,GAME,4.0,154108
438,DW Audio,Education,5.0,6,FAMILY,4.9,38
439,Box,Business,0.0,0,BUSINESS,4.2,159872
440,Gun Disassembly 2,Entertainment,3.25862,58,FAMILY,4.1,26347
441,Gun Disassembly 2,Entertainment,0.0,0,FAMILY,4.1,26347
442,Hidden Camera Detector,Utilities,3.56796,1317,TOOLS,3.9,167
443,BP World Energy,Business,5.0,1,BUSINESS,3.4,25
444,Klix.ba,News,2.55555,9,NEWS_AND_MAGAZINES,4.0,3647
445,Knife Hit,Games,4.62937,62483,GAME,4.5,461137
446,Knife Hit,Games,4.62937,62483,GAME,4.5,462614
447,Knightfall™ AR,Entertainment,4.3139,446,FAMILY,4.2,254
448,AJ Bell Youinvest,Finance,4.89286,28,FINANCE,2.8,135
449,Alphabet A-Z,Education,0.0,0,FAMILY,3.9,306
450,CH info,Reference,0.0,0,NEWS_AND_MAGAZINES,3.9,45
451,LOL Pics (Funny Pictures),Entertainment,4.45645,2388,ENTERTAINMENT,4.4,67554
452,Brandon Lakes AH,Business,3.0,2,MEDICAL,2.6,5
453,Bejeweled Blitz,Games,3.07444,9202,FAMILY,4.2,222664
454,Bejeweled Classic,Games,4.60391,104610,FAMILY,4.4,203101
455,Homework Planner,Education,4.16667,6,EDUCATION,4.0,2525
456,Fishdom,Games,4.642,656378,GAME,4.6,2157930
457,Fishdom,Games,4.642,656378,GAME,4.6,2158580
458,Doodle Jump,Games,4.22946,645,GAME,4.3,1083571
459,Geometry Dash Lite,Games,4.38232,63539,GAME,4.5,6181640
460,Geometry Dash World,Games,4.47004,29959,GAME,4.6,760628
461,Geometry Dash World,Games,4.47004,29959,GAME,4.6,759838
462,High School Simulator 2017,Games,3.79273,3551,FAMILY,4.2,123136
463,Pineapple Pen,Games,4.28829,5987,GAME,4.3,157264
464,Get 'Em,Games,3.93069,101,GAME,4.1,7904
465,Amazon Prime Video,Entertainment,4.7896,2498603,ENTERTAINMENT,4.2,411683
466,ESS Mobile for AE,Business,1.7368400000000002,19,PRODUCTIVITY,1.9,63
467,Hill Climb Racing,Games,4.61505,48539,GAME,4.4,8923587
468,Hill Climb Racing,Games,4.61505,48539,GAME,4.4,8923818
469,Hill Climb Racing,Games,4.61505,48539,GAME,4.4,8923847
470,Hill Climb Racing,Games,4.61505,48539,GAME,4.4,8921451
471,Hill Climb Racing 2,Games,4.63001,92276,GAME,4.6,2750410
472,Hill Climb Racing 2,Games,4.63001,92276,GAME,4.6,2750645
473,Dots & Co: A Puzzle Adventure,Games,4.5649,8035,FAMILY,4.5,81001
474,Kung Fu Do Fighting,Games,4.5,4,GAME,4.0,271214
475,British Airways,Travel,4.64368,52122,TRAVEL_AND_LOCAL,4.2,25740
476,British Airways,Travel,4.64368,52122,TRAVEL_AND_LOCAL,4.2,25726
477,Masha and the Bear: Evolution,Games,3.55556,9,FAMILY,4.5,2062
478,Mass Effect: Andromeda APEX HQ,Games,3.75,44,GAME,3.4,4490
479,AMC,Education,5.0,4,FAMILY,3.2,20843
480,DR CONTROL,Entertainment,2.61111,18,FAMILY,3.4,267
481,Dr. 2048,Games,0.0,0,FAMILY,3.9,1985
482,Dr. Chess,Games,4.06757,222,GAME,4.1,97209
483,Dr. Dominoes,Games,4.0,1,GAME,4.0,2700
484,Dr. Driving,Games,4.30797,5101,GAME,4.5,4972230
485,Dr. Driving 2,Games,4.48472,1898,GAME,4.6,358633
486,Dr. Gomoku,Games,3.4,5,GAME,3.9,85317
487,Dr. Panda & Toto's Treehouse,Entertainment,4.35365,82,FAMILY,4.4,3396
488,Dr. Panda & Toto's Treehouse,Entertainment,4.35365,82,FAMILY,4.4,3397
489,Dr. Rocket,Games,4.4074,54,GAME,4.0,42182
490,Dr. Shogi,Games,0.0,0,GAME,3.3,19291
491,Dr. Sudoku,Games,0.0,0,FAMILY,3.5,2310
492,EU FTL Calculator,Business,0.0,0,BUSINESS,3.6,60
493,Dr. Unblock,Games,0.0,0,FAMILY,3.9,3847
494,DR.MEEP,Games,4.38016,121,FAMILY,4.4,54
495,Evolution: Battle for Utopia,Games,4.56623,302,FAMILY,4.2,246705
496,DRAGON BALL LEGENDS,Games,4.80328,469698,GAME,4.6,337752
497,DRAGON BALL LEGENDS,Games,4.80328,469698,GAME,4.6,337913
498,DRAGON BALL LEGENDS,Games,4.80328,469698,GAME,4.6,338742
499,DRAGON BALL Z DOKKAN BATTLE,Games,4.74716,151108,GAME,4.1,650114
500,Exiled Kingdoms RPG,Games,4.58936,1410,FAMILY,4.6,49210
501,PMHNP-BC Pocket Prep,Medical,4.78558,2122,MEDICAL,4.4,112
502,Human Dx,Medical,4.7382,233,MEDICAL,4.8,6
503,Allsetra B.V.,Business,0.0,0,BUSINESS,4.1,15
504,BT MeetMe with Dolby Voice,Productivity,1.66667,72,COMMUNICATION,3.6,437
505,BT Panorama,Finance,2.0,2,FINANCE,4.3,34
506,Event Manager - AllEvents.in,Productivity,1.0,7,EVENTS,4.7,120
507,Angry Birds Friends,Games,4.59259,69736,GAME,4.2,829753
508,Bualuang mBanking,Finance,2.7037,27,FINANCE,4.0,48445
509,Hollywood U: Rising Stars,Games,4.27811,2197,FAMILY,4.2,233588
510,Draw Something Classic,Games,4.61521,91643,GAME,4.2,1092106
511,Real DJ Simulator,Games,3.66667,6,FAMILY,4.0,68664
512,European Solidarity Corps,Social Networking,5.0,2,SOCIAL,3.6,9
513,Chegg Study - Homework Help,Education,4.7256,128380,EDUCATION,4.3,14700
514,Angry Shark 2016,Games,4.25115,860,FAMILY,4.0,73185
515,SAY-U,Entertainment,2.0,3,FAMILY,3.2,1011
516,Pocket U ASW,Education,0.0,0,FAMILY,3.9,93
517,Loop - Caribbean Local News,News,4.07692,13,NEWS_AND_MAGAZINES,4.0,4332
518,Trello,Business,0.0,0,PRODUCTIVITY,4.5,72513
519,Florida State Gameday,Sports,3.46774,62,SPORTS,4.7,1566
520,Glow Hockey,Games,3.78202,367,GAME,4.1,1703479
521,Bo's Bedtime Story,Education,5.0,1,FAMILY,4.2,13
522,Bo's Dinnertime Story,Education,3.5,2,FAMILY,4.3,6
523,Bo's School Day,Education,2.5,2,FAMILY,4.7,10
524,Homescapes,Games,4.57785,1353514,GAME,4.6,3093358
525,Homescapes,Games,4.57785,1353514,GAME,4.6,3093932
526,Flow Free,Games,4.74746,108204,GAME,4.3,1295557
527,Flow Free,Games,4.74746,108204,GAME,4.3,1295606
528,Flow Free,Games,4.74746,108204,GAME,4.3,1295625
529,Flow Free,Games,4.74746,108204,FAMILY,4.3,1295293
530,Go,Games,0.0,0,PERSONALIZATION,4.6,89
531,DreamStream By EL AL,Travel,2.625,16,TRAVEL_AND_LOCAL,3.4,595
532,Drift Legends,Games,0.0,0,GAME,4.2,33788
533,Animal Planet GO,Entertainment,4.71975,6348,ENTERTAINMENT,4.2,2442
534,BURST Professionals,Business,4.35135,37,MEDICAL,4.5,11
535,MetaTrader 4,Finance,4.79699,53097,FINANCE,4.6,260547
536,MetaTrader 5,Finance,4.72361,11205,FINANCE,4.5,42410
537,Gogo Vision (Biz Av),Travel,3.5,8,FAMILY,3.3,11
538,Trimble Ag Mobile,Business,2.35293,17,PRODUCTIVITY,4.1,85
539,SkyTest BU/GU Lite,Business,0.0,0,BUSINESS,2.9,28
540,DS video,Entertainment,2.87222,180,VIDEO_PLAYERS,3.8,12443
541,Meme Creator,Photo & Video,0.0,0,ENTERTAINMENT,4.2,38769
542,Meme Generator,Entertainment,0.0,0,ENTERTAINMENT,4.6,3771
543,DT-VR,Entertainment,0.0,0,FAMILY,3.8,25
544,Google Play Movies & TV,Entertainment,2.7462,3420,VIDEO_PLAYERS,3.7,906384
545,Anna.K Tarot,Entertainment,4.4,5,FAMILY,4.8,17
546,GoPlus Cam,Photo & Video,2.09477,306,VIDEO_PLAYERS,3.5,3484
547,EY Digi India Personal Tax,Business,0.0,0,BUSINESS,4.0,2
548,EY Events,Business,3.16667,12,BUSINESS,2.5,31
549,EY India Tax Insights,Business,0.0,0,BUSINESS,4.7,87
550,Dude Perfect 2,Games,4.76319,32199,GAME,4.5,401425
551,Dude Perfect 2,Games,4.76319,32199,GAME,4.5,401648
552,Chess for Kids - Play & Learn,Games,4.70439,19441,FAMILY,4.1,3234
553,BZ Reminder,Business,4.55999,25,BUSINESS,4.7,41625
554,BZ Reminder PRO,Business,2.0,1,BUSINESS,4.8,726
555,Chess School for Beginners,Games,4.61538,481,FAMILY,4.3,879
556,Talking Tom & Ben News,Entertainment,4.47527,21707,FAMILY,4.4,1131937
557,Talking Tom Cat,Entertainment,4.17713,64837,FAMILY,4.3,1838090
558,Talking Tom Cat 2,Entertainment,4.29426,37447,FAMILY,4.3,3213548
559,Netflix,Entertainment,3.76122,294682,ENTERTAINMENT,4.4,5456208
560,Netflix,Entertainment,3.76122,294682,ENTERTAINMENT,4.4,5456599
561,Netflix,Entertainment,3.76122,294682,ENTERTAINMENT,4.4,5456708
562,Netflix,Entertainment,3.76122,294682,FAMILY,4.4,5453997
563,Micro Fi,Education,4.25,4,FAMILY,3.7,39
564,Microsoft Excel,Productivity,0.0,0,PRODUCTIVITY,4.5,1079491
565,Microsoft Excel,Productivity,0.0,0,PRODUCTIVITY,4.5,1079616
566,Microsoft Excel,Productivity,4.75685,684546,PRODUCTIVITY,4.5,1079491
567,Microsoft Excel,Productivity,4.75685,684546,PRODUCTIVITY,4.5,1079616
568,Microsoft Outlook,Productivity,0.0,0,PRODUCTIVITY,4.3,3252896
569,Microsoft Outlook,Productivity,0.0,0,PRODUCTIVITY,4.3,3249518
570,Microsoft PowerPoint,Productivity,0.0,0,PRODUCTIVITY,4.5,618798
571,Microsoft PowerPoint,Productivity,0.0,0,PRODUCTIVITY,4.5,618796
572,Microsoft PowerPoint,Productivity,4.71217,250380,PRODUCTIVITY,4.5,618798
573,Microsoft PowerPoint,Productivity,4.71217,250380,PRODUCTIVITY,4.5,618796
574,Microsoft Remote Desktop,Business,0.0,0,BUSINESS,4.2,97702
575,Microsoft OneNote,Productivity,0.0,0,PRODUCTIVITY,4.4,480643
576,Microsoft OneNote,Productivity,0.0,0,PRODUCTIVITY,4.4,480640
577,Microsoft OneNote,Productivity,0.0,0,PRODUCTIVITY,4.4,480638
578,EZ TAG Express,Travel,2.31999,75,TRAVEL_AND_LOCAL,3.2,86
579,EZ Thanks,Business,3.1,30,BUSINESS,3.2,116
580,EZ TV Player,Business,3.66667,3,VIDEO_PLAYERS,3.5,51
581,Pixlr-o-matic,Photo & Video,3.7907,43,PHOTOGRAPHY,4.5,180697
582,TAMAGO Monsters Returns,Games,4.41667,12,GAME,4.1,104583
583,Dungeon Quest,Games,4.47825,207,FAMILY,4.5,244039
584,Insightly CRM,Business,4.45228,241,BUSINESS,3.8,1383
585,Seattle Sounders FC,Sports,4.75127,6477,SPORTS,3.3,974
586,UFC,Sports,4.64002,18687,SPORTS,4.0,30840
587,Microsoft Word,Productivity,0.0,0,PRODUCTIVITY,4.5,2084126
588,Microsoft Word,Productivity,0.0,0,PRODUCTIVITY,4.5,2084125
589,Microsoft Word,Productivity,0.0,0,PRODUCTIVITY,4.5,2078744
590,Microsoft Word,Productivity,4.73967,1317398,PRODUCTIVITY,4.5,2084126
591,Microsoft Word,Productivity,4.73967,1317398,PRODUCTIVITY,4.5,2084125
592,Microsoft Word,Productivity,4.73967,1317398,PRODUCTIVITY,4.5,2078744
593,Wallpapers HD,Entertainment,4.80952,42,PERSONALIZATION,4.6,484981
594,Wallpapers HD,Graphics & Design,0.0,0,PERSONALIZATION,4.6,484981
595,Wallpapers HD,Lifestyle,0.0,0,PERSONALIZATION,4.6,484981
596,Commission Manager,Business,3.33333,3,PRODUCTIVITY,3.2,12
597,Thomas & Friends: Go Go Thomas,Entertainment,4.48017,12256,FAMILY,4.1,175625
598,Planet of Cubes Survival Craft,Games,4.54847,24838,FAMILY,3.9,475944
599,Love Balls,Games,4.62348,543869,GAME,4.2,360630
600,Love Balls,Games,4.62348,543869,FAMILY,4.2,357049
601,Love Balls,Games,0.0,0,GAME,4.2,360630
602,Love Balls,Games,0.0,0,FAMILY,4.2,357049
603,Notepad,Utilities,2.59829,117,PRODUCTIVITY,4.2,80581
604,Plants vs. Zombies™ 2,Games,4.73524,394063,FAMILY,4.4,567632
605,Plants vs. Zombies™ Heroes,Games,4.69607,98073,FAMILY,4.4,379415
606,Plants vs. Zombies™ Heroes,Games,4.69607,98073,FAMILY,4.4,379245
607,Mind Games Pro,Education,4.72828,1715,FAMILY,4.6,15301
608,Carnivores: Dinosaur Hunter,Games,4.22757,1762,GAME,4.2,62636
609,Carrier Landings Pro,Games,4.59155,1065,FAMILY,4.6,5969
610,King of Math,Education,4.689,2029,FAMILY,4.4,766
611,Preschool All-In-One,Games,3.16667,12,FAMILY,4.1,9019
612,Fortune Quest: Savior,Games,2.66667,3,FAMILY,3.6,135
613,"News-Journal-Daytona Beach, FL",News,4.67785,149,NEWS_AND_MAGAZINES,4.5,76
614,News24,News,0.0,0,NEWS_AND_MAGAZINES,4.1,30693
615,Huji Cam,Photo & Video,4.21922,10774,PHOTOGRAPHY,4.4,40289
616,Greeting Cards & Wishes,Entertainment,4.71878,73166,SOCIAL,4.5,17350
617,Cartoon Network App,Entertainment,3.86736,19286,VIDEO_PLAYERS,4.0,119202
618,Cartoon Network App,Entertainment,3.86736,19286,FAMILY,4.0,119173
619,Cartoon Wars: Blade,Games,4.55684,3299,GAME,4.4,165656
620,NFL,Sports,4.61782,393746,SPORTS,4.1,459795
621,NFL,Sports,4.61782,393746,SPORTS,4.1,459797
622,CompTIA A+ Pocket Prep,Education,4.64623,1272,FAMILY,4.3,1311
623,Hungry Shark Evolution,Games,4.7088,126129,GAME,4.5,6074334
624,Hungry Shark Evolution,Games,4.7088,126129,GAME,4.5,6074627
625,Hungry Shark Evolution,Games,4.7088,126129,GAME,4.5,6071542
626,Hungry Shark World,Games,4.75813,387288,GAME,4.5,1242855
627,Hungry Shark World,Games,4.75813,387288,GAME,4.5,1243017
628,NHL,Sports,4.71648,81881,SPORTS,4.0,68935
629,NHL,Utilities,0.0,0,SPORTS,4.0,68935
630,PlayStation App,Entertainment,4.49898,63375,ENTERTAINMENT,4.2,613059
631,Nick,Entertainment,2.7941000000000003,15517,ENTERTAINMENT,4.2,123279
632,Nick,Entertainment,2.7941000000000003,15517,FAMILY,4.2,123322
633,Nick,Entertainment,2.7941000000000003,15517,FAMILY,4.2,123309
634,AP Art History Flashcards,Education,1.0,2,FAMILY,5.0,1
635,Casino AZ/Talking Stick Resort,Travel,3.30556,36,TRAVEL_AND_LOCAL,4.3,201
636,AP Government Review,Education,3.2,5,FAMILY,4.7,3
637,Universal Kids,Entertainment,3.75134,559,ENTERTAINMENT,3.6,1968
638,Universal Kids,Lifestyle,0.0,0,ENTERTAINMENT,3.6,1968
639,Socrative Teacher,Education,3.13043,23,EDUCATION,3.9,1239
640,DV KING,Entertainment,1.0,1,PHOTOGRAPHY,3.0,2
641,DV KING 4K,Entertainment,2.0,23,PHOTOGRAPHY,2.3,3
642,Ninja Dash - Ronin Jump RPG,Games,4.78261,2599,FAMILY,4.7,8508
643,BS Play,Education,5.0,1,FAMILY,3.7,56
644,BS Play,Entertainment,0.0,0,FAMILY,3.7,56
645,BET NOW - Watch Shows,Entertainment,3.33516,1462,ENTERTAINMENT,4.2,14807
646,Propel BI APP,Business,3.66667,3,BUSINESS,5.0,3
647,Waterfall Photo Frames,Photo & Video,5.0,2,PHOTOGRAPHY,4.5,10349
648,BEYBLADE BURST app,Games,4.31717,15566,GAME,4.5,216849
649,Mobile C [ C/C++ Compiler ],Education,4.25,100,FAMILY,4.3,4624
650,Guess The Emoji,Games,4.48669,33699,GAME,4.5,76627
651,BT Church,Lifestyle,5.0,8,LIFESTYLE,4.9,26
652,BU Mobile,Education,2.0,32,FAMILY,4.5,472
653,Bubble,Education,0.0,0,TOOLS,4.5,31621
654,Bubble,Games,0.0,0,TOOLS,4.5,31621
655,Bubble,Utilities,0.0,0,TOOLS,4.5,31621
656,TO-FU Oh!SUSHI,Education,4.10219,274,FAMILY,4.1,59917
657,Toca Builders,Education,4.18821,441,FAMILY,4.2,3328
658,BGCN TV,Entertainment,3.66667,3,VIDEO_PLAYERS,3.4,4334
659,Toca Kitchen 2,Education,4.19172,1836,FAMILY,4.5,1014822
660,Toca Kitchen 2,Education,4.19172,1836,FAMILY,4.5,1014846
661,Toca Kitchen 2,Education,4.19172,1836,FAMILY,4.5,1013465
662,Toca Life: City,Education,4.49702,4040,EDUCATION,4.7,31085
663,Toca Life: City,Education,4.49702,4040,FAMILY,4.7,31100
664,Toca Life: Hospital,Education,4.36402,3096,EDUCATION,4.7,3528
665,Toca Mystery House,Education,3.66947,357,FAMILY,4.2,96
666,Fresh News,News,4.58333,12,NEWS_AND_MAGAZINES,4.4,2207
667,Pokémon TV,Entertainment,4.73892,55335,FAMILY,4.2,117461
668,Gun Club Armory,Games,3.14439,187,GAME,4.2,55014
669,Intesa Sanpaolo Mobile,Finance,4.63852,1350,FINANCE,3.6,35518
670,Korean Dungeon: K-Word 1000,Games,4.8205,195,GAME,4.7,703
671,Korean English Translator,Reference,0.0,0,FAMILY,4.4,634
672,Guns - Shot Sounds,Entertainment,3.5,2,FAMILY,3.8,29544
673,Guns'n'Glory,Games,4.70863,556,FAMILY,4.4,89947
674,Guns'n'Glory Premium,Games,4.80208,96,FAMILY,4.4,3570
675,Police VAZ LADA Simulator,Games,2.71429,7,FAMILY,3.6,3502
676,Mobile CS,Business,2.29999,10,BUSINESS,4.0,13
677,PTA Content Master,Medical,4.85792,542,MEDICAL,4.2,64
678,CBS Sports Fantasy,Sports,4.55652,194400,SPORTS,4.0,43611
679,NPR One,News,3.04764,2855,NEWS_AND_MAGAZINES,3.9,13217
680,Fruit Ninja Classic,Games,4.08326,1189,GAME,4.3,85468
681,Fruit Ninja®,Games,4.66608,77248,GAME,4.3,5091448
682,VH1,Entertainment,3.01317,3265,ENTERTAINMENT,4.1,27424
683,Mobile TV,Business,1.90909,11,ENTERTAINMENT,3.5,10939
684,Arrow.io,Games,3.62172,3085,GAME,4.5,343263
685,Montessori Preschool,Education,4.22741,1649,FAMILY,3.9,237
686,DW - Breaking World News,News,4.06395,172,NEWS_AND_MAGAZINES,4.4,17671
687,Putzmeister Experts,Productivity,0.0,0,TOOLS,4.6,21
688,DWWW 774 Ultimate AM Radio,Entertainment,4.76154,260,NEWS_AND_MAGAZINES,4.7,327
689,Lire avec Sami et Julie,Education,0.0,0,FAMILY,3.6,569
690,Video Player All Format,Entertainment,4.94255,644,VIDEO_PLAYERS,4.8,259003
691,Video Player All Format,Entertainment,4.94255,644,VIDEO_PLAYERS,4.8,258277
692,Shopkins World!,Games,4.63035,27688,FAMILY,4.3,169609
693,Nyan Cat: Lost In Space,Games,4.75753,6706,GAME,4.5,371318
694,Xbox,Entertainment,4.60369,824919,FAMILY,4.3,556659
695,XCOM: TBG,Entertainment,3.61111,18,FAMILY,4.0,2294
696,Rivals at War: 2084,Games,4.05747,261,FAMILY,4.0,174127
697,Rivals at War: Firefight,Games,4.61327,768,GAME,4.4,344819
698,Teeny Titans - Teen Titans Go!,Games,4.48915,2856,FAMILY,4.6,20463
699,Yoong: Kick 'Em Up!,Games,5.0,1,SPORTS,4.3,7107
700,BJ-UFO,Entertainment,3.26471,34,FAMILY,3.6,226
701,Sisense Mobile BI,Business,3.18182,11,BUSINESS,4.9,23
702,Asphalt 8: Airborne,Games,4.72478,184306,GAME,4.5,8389714
703,Funny Jokes,Entertainment,2.32143,28,FAMILY,3.9,2505
704,Funny Pics,Entertainment,4.55509,1679,ENTERTAINMENT,3.9,9941
705,Spacecraft AR,Education,3.17647,17,FAMILY,4.4,83
706,Temple Run,Games,4.41047,237909,GAME,4.3,4000433
707,Temple Run 2,Games,4.51722,402011,GAME,4.3,8118609
708,Temple Run 2,Games,4.51722,402011,GAME,4.3,8118937
709,Temple Run 2,Games,4.51722,402011,GAME,4.3,8119151
710,Temple Run 2,Games,4.51722,402011,GAME,4.3,8119154
711,Temple Run 2,Games,4.51722,402011,GAME,4.3,8116142
712,Bleacher Report Live,Sports,4.2745,51009,SPORTS,4.0,232
713,Showtime Anytime,Entertainment,4.77724,103617,ENTERTAINMENT,3.7,18523
714,Showtime Anytime,Entertainment,4.77724,103617,FAMILY,3.7,18522
715,Zombie Hunter King,Games,4.5126,119,GAME,4.3,10306
716,Zombie Hunter King,Games,4.5126,119,GAME,4.3,10354
717,Zombie Hunter King,Games,4.5126,119,GAME,4.3,10493
718,Zombie Hunter King,Games,4.5126,119,GAME,4.3,10538
719,"FXNOW: Movies, Shows & Live TV",Entertainment,4.55548,70346,FAMILY,3.9,31552
720,Attack the Light,Games,4.69477,3712,FAMILY,4.7,19209
721,Zombie Tsunami,Games,4.3832,7393,GAME,4.4,4920817
722,Zombie Tsunami,Games,4.3832,7393,GAME,4.4,4921122
723,Zombie Tsunami,Games,4.3832,7393,GAME,4.4,4921451
724,Zombie Tsunami,Games,4.3832,7393,GAME,4.4,4921409
725,Zombie Tsunami,Games,4.3832,7393,GAME,4.4,4918776
726,B R Telco FCU Mobile Banking,Finance,4.83831,1305,FINANCE,4.7,413
727,D.L. Evans Bank Mobile Banking,Finance,4.80619,1161,FINANCE,4.3,85
728,F&M Bank - EZ Banking,Finance,4.51563,320,FINANCE,3.9,49
729,Auction Wars : Storage King,Games,4.01739,115,GAME,4.1,29062
730,Slack,Business,3.93994,13754,BUSINESS,4.4,51507
731,Slack,Business,3.93994,13754,BUSINESS,4.4,51510
732,Chest Calculator for CR,Entertainment,4.0,6,FAMILY,3.9,14754
733,Block Gun 3D: Call of Destiny,Games,3.60165,364,GAME,3.7,31883
734,Texas HoldEm Poker Deluxe,Games,4.3457,755,GAME,4.5,396090
735,Lake Michigan CU Mobile,Finance,3.03475,259,FINANCE,4.0,732
736,Q Mobile Banking,Finance,4.85757,1664,FINANCE,4.7,460
737,Roll the Ball® - slide puzzle,Games,4.61137,15879,GAME,4.5,1385093
738,RollerCoaster Tycoon® Classic,Games,4.31257,2377,GAME,4.6,10795
739,Chicken Invaders 3,Games,4.0,241,GAME,4.2,52390
740,Calculator,Utilities,4.63183,59326,DATING,2.6,57
741,Calculator,Utilities,4.63183,59326,TOOLS,4.3,40770
742,Calculator,Productivity,0.0,0,DATING,2.6,57
743,Calculator,Productivity,0.0,0,TOOLS,4.3,40770
744,Calculator,Utilities,3.37273,220,DATING,2.6,57
745,Calculator,Utilities,3.37273,220,TOOLS,4.3,40770
746,CP Plus Showcase,Business,0.0,0,BUSINESS,4.3,236
747,NB|AZ Business Mobile Banking,Finance,3.83019,53,FINANCE,4.1,44
748,NB|AZ Mobile Banking,Finance,4.61712,1332,FINANCE,4.0,463
749,Maps CU,Finance,4.74312,2869,FINANCE,3.5,256
750,Arizona Mobile,Education,1.64706,17,FAMILY,4.3,285
751,Netspend Skylight ONE,Finance,2.18947,380,FINANCE,3.9,1098
752,Princess Coloring Book,Games,0.0,0,EDUCATION,4.5,9770
753,Princess Coloring Book,Games,0.0,0,FAMILY,4.5,9779
754,Chinese Chess / Co Tuong,Games,4.54605,152,GAME,4.2,6947
755,Augment - 3D Augmented Reality,Business,4.46408,362,BUSINESS,4.1,25195
756,HDFC Bank MobileBanking,Finance,2.94083,1031,FINANCE,4.2,208463
757,Credit Sesame,Finance,4.7874,296591,FINANCE,4.3,25166
758,Where's My Water?,Games,4.11674,1713,FAMILY,4.7,188740
759,Choices: Stories You Play,Games,4.54971,189682,GAME,4.6,807338
760,Choices: Stories You Play,Games,4.54971,189682,FAMILY,4.6,807155
